LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Hyderabad,2019,Hyundai,GRAND I10 NIOS Asta Petrol,Manual,"33,518 km",Petrol,1st Owner,"₹6,55,899"
Hyderabad,2015,Maruti,Alto 800 VXI,Manual,"47,374 km",Petrol,1st Owner,"₹2,68,999"
Hyderabad,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"44,103 km",Petrol,1st Owner,"₹5,35,799"
Hyderabad,2019,Renault,Kwid 1.0 RXT Opt,Manual,"31,559 km",Petrol,1st Owner,"₹4,07,599"
Hyderabad,2017,Hyundai,Elite i20 SPORTZ 1.2,Manual,"41,040 km",Petrol,1st Owner,"₹6,19,299"
Hyderabad,2019,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"12,540 km",Petrol,1st Owner,"₹5,94,399"
Hyderabad,2016,Hyundai,Elite i20 Sportz 1.2 VTVT MT,,"24,365 km",Petrol,1st Owner,"₹6,11,599"
Hyderabad,2010,Hyundai,i10 MAGNA 1.2,Manual,"24,013 km",Petrol,1st Owner,"₹3,00,199"
Hyderabad,2015,Maruti,Alto K10 VXI,Manual,"33,751 km",Petrol,1st Owner,"₹2,82,099"
Hyderabad,2017,Maruti,Alto 800 LXI OPT,Manual,"20,768 km",Petrol,1st Owner,"₹3,05,899"
Hyderabad,2017,Maruti,Alto 800 LXI,Manual,"35,080 km",Petrol,1st Owner,"₹3,03,299"
Hyderabad,2015,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"34,590 km",Petrol,2nd Owner,"₹4,31,299"
Hyderabad,2015,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"61,063 km",Petrol,1st Owner,"₹4,27,899"
Hyderabad,2020,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,"11,947 km",Petrol,1st Owner,"₹6,75,699"
Hyderabad,2016,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"63,674 km",Petrol,1st Owner,"₹4,27,999"
Hyderabad,2018,Maruti,Celerio ZXI OPT AMT,Automatic,"42,822 km",Petrol,1st Owner,"₹4,53,699"
Hyderabad,2016,Hyundai,i20 Active 1.4 SX,Manual,"57,997 km",Diesel,1st Owner,"₹6,60,699"
Hyderabad,2012,Maruti,Ritz VXI ABS,Manual,"1,16,534 km",Petrol,2nd Owner,"₹3,15,499"
Hyderabad,2015,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"50,301 km",Petrol,1st Owner,"₹4,17,199"
Hyderabad,2016,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"7,894 km",Petrol,1st Owner,"₹4,62,099"
Hyderabad,2009,Mercedes,Benz C Class 220 CDI ELEGANCE AT,Automatic,"65,969 km",Diesel,2nd Owner,"₹8,82,299"
Hyderabad,2017,Maruti,Dzire VDI,Manual,"33,894 km",Diesel,1st Owner,"₹6,34,099"
Hyderabad,2019,Maruti,Dzire VDI,Manual,"21,577 km",Diesel,1st Owner,"₹7,58,999"
Hyderabad,2017,Maruti,Dzire ZDI Plus AMT,Automatic,"49,145 km",Diesel,1st Owner,"₹6,63,499"
Hyderabad,2019,Maruti,Dzire VXI,Manual,"3,882 km",Petrol,1st Owner,"₹6,71,299"
Hyderabad,2018,Maruti,Dzire VDI,Manual,"44,932 km",Diesel,1st Owner,"₹6,83,199"
Hyderabad,2016,Hyundai,Verna FLUIDIC 1.6 SX VTVT OPT,Manual,"83,328 km",Petrol,1st Owner,"₹6,52,299"
Hyderabad,2017,Maruti,Swift Dzire VDI OPT,Manual,"19,935 km",Diesel,1st Owner,"₹6,68,199"
Hyderabad,2009,Mercedes,Benz C Class 220 CDI ELEGANCE AT,Automatic,"65,969 km",Diesel,2nd Owner,"₹8,82,299"
Hyderabad,2019,Toyota,Innova Crysta 2.4 GX 8 STR,Manual,"1,87,298 km",Diesel,1st Owner,"₹14,65,799"
Hyderabad,2018,Maruti,Vitara Brezza ZDI AMT,Automatic,"88,052 km",Diesel,2nd Owner,"₹8,40,999"
Hyderabad,2019,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Manual,"7,346 km",Petrol,1st Owner,"₹9,05,899"
Hyderabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"11,900 km",Petrol,1st Owner,"₹4,55,099"
Hyderabad,2016,Maruti,Vitara Brezza ZDI,Manual,"76,342 km",Diesel,1st Owner,"₹7,58,899"
Hyderabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"31,895 km",Petrol,1st Owner,"₹3,97,099"
Hyderabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,338 km",Petrol,2nd Owner,"₹4,56,199"
Hyderabad,2014,Ford,Ecosport 1.5 TREND TI VCT,Manual,"68,522 km",Petrol,1st Owner,"₹4,83,699"
Chennai,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"17,570 km",Petrol,1st Owner,"₹7,64,699"
Chennai,2018,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"27,462 km",Diesel,1st Owner,"₹9,32,699"
Chennai,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"15,615 km",Petrol,1st Owner,"₹4,53,399"
Chennai,2017,Hyundai,Creta 1.6 SX CRDI,,"1,23,920 km",Diesel,2nd Owner,"₹8,21,099"
Chennai,2018,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"48,857 km",Petrol,1st Owner,"₹8,28,899"
Chennai,2019,Hyundai,Creta 1.6 VTVT SX AUTO,Automatic,"17,855 km",Petrol,2nd Owner,"₹11,67,299"
Chennai,2013,Toyota,Innova 2.5 VX 7 STR BS IV,Manual,"69,966 km",Diesel,2nd Owner,"₹9,47,099"
Chennai,2018,Mahindra,Bolero Power+ ZLX,Manual,"60,531 km",Diesel,1st Owner,"₹7,22,599"
Chennai,2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"17,810 km",Diesel,1st Owner,"₹15,56,299"
Chennai,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"4,688 km",Petrol,1st Owner,"₹4,17,299"
Chennai,2019,Renault,TRIBER 1.0 RXZ,Manual,"1,532 km",Petrol,1st Owner,"₹6,74,699"
Chennai,2015,Maruti,Ertiga VDI ABS,Manual,"52,502 km",Diesel,2nd Owner,"₹6,40,999"
Chennai,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"10,537 km",Petrol,1st Owner,"₹4,16,599"
Chennai,2016,Toyota,Innova Crysta 2.4 ZX 7 STR,Manual,"2,77,105 km",Diesel,1st Owner,"₹14,59,899"
Chennai,2017,Toyota,Innova Crysta 2.7 ZX AT 7 STR,Automatic,"42,610 km",Petrol,2nd Owner,"₹17,06,799"
Chennai,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"15,495 km",Petrol,1st Owner,"₹4,21,399"
Chennai,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"3,059 km",Petrol,1st Owner,"₹4,80,999"
Chennai,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"1,24,374 km",Petrol,1st Owner,"₹5,29,099"
Chennai,2020,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,,"15,076 km",Petrol,2nd Owner,"₹9,94,299"
Chennai,2019,Ford,Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),,"17,369 km",Petrol,1st Owner,"₹9,61,599"
Chennai,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"31,231 km",Petrol,1st Owner,"₹3,78,599"
Chennai,2019,Honda,WR-V 1.5 i-DTEC VX MT,Manual,"26,471 km",Diesel,1st Owner,"₹9,29,899"
Chennai,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"20,405 km",Petrol,1st Owner,"₹7,92,699"
Chennai,2019,Ford,Ecosport TREND + 1.5 TI VCT AT,Manual,"14,100 km",Petrol,1st Owner,"₹8,37,299"
Chennai,2018,Maruti,Vitara Brezza ZDI PLUS,Manual,"48,488 km",Diesel,1st Owner,"₹8,95,999"
Chennai,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"49,302 km",Diesel,2nd Owner,"₹7,85,099"
Chennai,2019,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"94,409 km",Diesel,1st Owner,"₹9,36,299"
Chennai,2015,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"67,001 km",Diesel,2nd Owner,"₹5,56,699"
Chennai,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"12,455 km",Petrol,1st Owner,"₹4,47,499"
Chennai,2013,Renault,Duster 85 PS RXE,Manual,"1,73,978 km",Diesel,3rd Owner,"₹4,37,199"
Chennai,2019,Hyundai,VENUE 1.0L Turbo GDI SX(O) MT,Manual,"8,848 km",Petrol,1st Owner,"₹9,87,399"
Chennai,2020,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Manual,"1,858 km",Petrol,1st Owner,"₹10,67,399"
Chennai,2020,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"9,641 km",Petrol,1st Owner,"₹10,86,099"
Chennai,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"7,284 km",Petrol,1st Owner,"₹4,17,299"
Chennai,2015,Maruti,Ertiga VDI ABS,Manual,"52,502 km",Diesel,2nd Owner,"₹6,40,999"
Chennai,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"10,537 km",Petrol,1st Owner,"₹4,16,599"
Chennai,2016,Toyota,Innova Crysta 2.4 ZX 7 STR,Manual,"2,77,105 km",Diesel,1st Owner,"₹14,59,899"
Chennai,2017,Toyota,Innova Crysta 2.7 ZX AT 7 STR,Automatic,"42,610 km",Petrol,2nd Owner,"₹17,06,799"
Chennai,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"15,495 km",Petrol,1st Owner,"₹4,21,399"
Chennai,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"3,059 km",Petrol,1st Owner,"₹4,80,999"
Chennai,2019,Ford,Ecosport TREND + 1.5 TI VCT AT,Manual,"14,100 km",Petrol,1st Owner,"₹8,37,299"
Chennai,2018,Maruti,Vitara Brezza ZDI PLUS,Manual,"48,488 km",Diesel,1st Owner,"₹8,95,999"
Chennai,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"49,302 km",Diesel,2nd Owner,"₹7,85,099"
Chennai,2015,Honda,CRV 2.4 AWD AT,Manual,"80,621 km",Petrol,1st Owner,"₹11,51,099"
Chennai,2018,Jeep,Compass 2.0 LIMITED,Manual,"51,811 km",Diesel,1st Owner,"₹14,69,899"
Chennai,2014,Maruti,Swift Dzire VDI BS IV,Manual,"80,315 km",Diesel,1st Owner,"₹4,71,899"
Chennai,2017,Volkswagen,Ameo COMFORTLINE 1.2,Manual,"38,992 km",Petrol,1st Owner,"₹5,16,499"
Chennai,2015,Honda,City V MT PETROL,Manual,"61,592 km",Petrol,2nd Owner,"₹5,83,099"
Chennai,2016,Maruti,Swift Dzire VDI BS IV,Manual,"46,562 km",Diesel,1st Owner,"₹5,74,399"
Chennai,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"68,279 km",Petrol,1st Owner,"₹3,82,999"
Chennai,2017,Volkswagen,Ameo COMFORTLINE 1.2,Manual,"16,280 km",Petrol,2nd Owner,"₹5,20,899"
Chennai,2017,Maruti,Dzire VDI AMT,Automatic,"93,563 km",Diesel,1st Owner,"₹6,69,999"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"25,533 km",Petrol,2nd Owner,"₹10,24,099"
Chennai,2017,Honda,City V MT PETROL,Manual,"34,124 km",Petrol,1st Owner,"₹7,83,799"
Chennai,2014,Hyundai,Xcent S 1.1 CRDI,Manual,"82,157 km",Diesel,1st Owner,"₹3,96,999"
Chennai,2017,Volkswagen,Ameo COMFORTLINE 1.2,Manual,"26,521 km",Petrol,1st Owner,"₹5,14,799"
Chennai,2019,Hyundai,Verna 1.6 SX VTVT,Manual,"22,504 km",Petrol,1st Owner,"₹8,93,699"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT,Manual,"21,378 km",Petrol,1st Owner,"₹8,53,699"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT,Manual,"26,402 km",Petrol,2nd Owner,"₹8,60,799"
Chennai,2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"20,192 km",Petrol,1st Owner,"₹5,69,399"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT,Manual,"17,894 km",Petrol,1st Owner,"₹9,15,499"
Chennai,2015,Honda,Amaze 1.2 SMT I VTEC,Manual,"60,022 km",Petrol,1st Owner,"₹5,31,299"
Chennai,2015,Maruti,Swift Dzire VDI ABS,Manual,"38,769 km",Diesel,2nd Owner,"₹5,48,599"
Chennai,2018,Volkswagen,Ameo HIGHLINE PLUS 1.0,Manual,"18,112 km",Petrol,1st Owner,"₹5,53,399"
Chennai,2015,Honda,Amaze 1.2 SMT I VTEC,Manual,"96,366 km",Petrol,1st Owner,"₹4,34,599"
Chennai,2014,Honda,City SV MT DIESEL,Manual,"97,746 km",Diesel,1st Owner,"₹5,13,099"
Chennai,2015,Honda,Amaze 1.2 SMT I VTEC,Manual,"36,510 km",Petrol,2nd Owner,"₹4,75,299"
Chennai,2017,Maruti,Dzire VDI AMT,Automatic,"51,593 km",Diesel,1st Owner,"₹6,98,499"
Chennai,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,62,340 km",Diesel,1st Owner,"₹3,99,699"
Chennai,2016,Volkswagen,Ameo HIGHLINE 1.2,Manual,"49,747 km",Petrol,1st Owner,"₹5,16,799"
Chennai,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,19,880 km",Diesel,1st Owner,"₹4,40,199"
Chennai,2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"11,818 km",Petrol,1st Owner,"₹6,10,999"
Chennai,2020,Honda,City SV MT PETROL,Manual,"5,581 km",Petrol,1st Owner,"₹9,87,399"
Chennai,2012,Honda,City V MT PETROL,Manual,"79,174 km",Petrol,2nd Owner,"₹4,59,299"
Chennai,2015,Volkswagen,Vento HIGHLINE TDI AT,Automatic,"68,215 km",Diesel,2nd Owner,"₹6,43,699"
Chennai,2017,Volkswagen,Ameo HIGHLINE  PLUS 1.2,Manual,"27,095 km",Petrol,1st Owner,"₹5,95,799"
Chennai,2017,Toyota,Corolla Altis G,Manual,"26,159 km",Petrol,1st Owner,"₹11,17,699"
Chennai,2018,Maruti,Celerio X Zxi AMT,Automatic,"13,722 km",Petrol,1st Owner,"₹5,14,099"
Chennai,2011,Maruti,Alto LXI,Manual,"9,924 km",Petrol,1st Owner,"₹2,51,299"
Chennai,2016,Maruti,Baleno ALPHA 1.2 K12,Manual,"50,154 km",Petrol,1st Owner,"₹6,48,699"
Chennai,2016,Maruti,Alto 800 LXI,Manual,"59,306 km",Petrol,1st Owner,"₹2,76,299"
Chennai,2016,Maruti,Swift VXI OPT,Manual,"51,823 km",Petrol,1st Owner,"₹4,78,099"
Chennai,2013,Maruti,Alto K10 VXI,Manual,"7,120 km",Petrol,2nd Owner,"₹2,71,699"
Chennai,2017,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"37,314 km",Petrol,1st Owner,"₹5,38,099"
Chennai,2019,Maruti,Alto VXI,Manual,"13,684 km",Petrol,2nd Owner,"₹3,66,799"
Chennai,2012,Hyundai,Eon D LITE PLUS,Manual,"24,649 km",Petrol,1st Owner,"₹2,46,299"
Chennai,2019,Maruti,IGNIS DELTA 1.2 K12,Manual,"10,937 km",Petrol,1st Owner,"₹5,50,299"
Chennai,2015,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"4,571 km",Petrol,1st Owner,"₹4,43,999"
Chennai,2018,Hyundai,Eon ERA PLUS,Manual,"25,316 km",Petrol,1st Owner,"₹3,52,499"
Chennai,2018,Hyundai,Grand i10 Magna 1.2 AT  VTVT,Automatic,"14,079 km",Petrol,1st Owner,"₹5,69,799"
Chennai,2012,Toyota,Etios Liva GD,Manual,"1,11,086 km",Diesel,1st Owner,"₹4,05,099"
Chennai,2019,Hyundai,Elite i20 1.2 SPORTS PLUS VTVT,Manual,"20,235 km",Petrol,2nd Owner,"₹6,74,999"
Chennai,2019,Maruti,Swift VXI,Manual,"6,240 km",Petrol,1st Owner,"₹6,05,499"
Chennai,2016,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"22,590 km",Petrol,1st Owner,"₹5,69,499"
Chennai,2016,Renault,Kwid RXT,Manual,"22,396 km",Petrol,1st Owner,"₹3,47,099"
Chennai,2019,Maruti,Swift VXI,Manual,"25,852 km",Petrol,1st Owner,"₹6,09,499"
Chennai,2019,Tata,Tiago XZ+ 1.2 Revotron,Manual,"18,171 km",Petrol,2nd Owner,"₹5,12,599"
Chennai,2016,Renault,Kwid RXT,Manual,"23,804 km",Petrol,2nd Owner,"₹3,67,499"
Chennai,2020,Maruti,S PRESSO VXI PLUS AGS,Automatic,"7,687 km",Petrol,1st Owner,"₹4,88,199"
Chennai,2018,Maruti,Alto K10 VXI (O) AMT,Manual,"7,710 km",Petrol,2nd Owner,"₹3,57,299"
Chennai,2020,Maruti,S PRESSO VXI PLUS,Manual,"1,366 km",Petrol,1st Owner,"₹4,48,299"
Chennai,2019,Maruti,IGNIS DELTA 1.2 K12,Manual,"17,283 km",Petrol,1st Owner,"₹5,67,899"
Chennai,2017,Hyundai,Eon ERA PLUS,Manual,"23,727 km",Petrol,1st Owner,"₹3,34,999"
Chennai,2017,Hyundai,Eon ERA PLUS,Manual,"19,377 km",Petrol,1st Owner,"₹3,67,699"
Chennai,2014,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"50,139 km",Petrol,2nd Owner,"₹3,61,999"
Chennai,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"21,116 km",Petrol,1st Owner,"₹4,83,599"
Chennai,2016,Hyundai,Grand i10 1.2 ASTA (O) AT,Automatic,"72,217 km",Petrol,1st Owner,"₹4,64,999"
Chennai,2018,Hyundai,Elite i20 SPORTZ 1.2,Manual,"29,115 km",Petrol,1st Owner,"₹6,27,499"
Chennai,2018,Tata,Tiago XT 1.2 REVOTRON,Manual,"18,485 km",Petrol,1st Owner,"₹4,68,599"
Chennai,2015,Maruti,Celerio ZXI,Manual,"51,864 km",Petrol,1st Owner,"₹3,83,899"
Chennai,2014,Hyundai,Elite i20 SPORTZ 1.2,Manual,"76,518 km",Petrol,1st Owner,"₹5,08,199"
Chennai,2018,Maruti,Swift ZXI,Manual,"87,677 km",Petrol,1st Owner,"₹5,52,099"
Chennai,2011,Hyundai,i20 ASTA 1.2,Manual,"1,00,279 km",Petrol,3rd Owner,"₹3,12,999"
Chennai,2016,Maruti,Baleno ZETA 1.2 K12 CVT,Automatic,"53,571 km",Petrol,1st Owner,"₹6,02,099"
Chennai,2014,Hyundai,Eon SPORTZ,Manual,"50,922 km",Petrol,2nd Owner,"₹2,66,799"
Chennai,2011,Maruti,Alto LXI,Manual,"17,647 km",Petrol,1st Owner,"₹2,48,199"
Chennai,2020,Maruti,S PRESSO VXI PLUS AGS,Automatic,"3,171 km",Petrol,1st Owner,"₹4,81,599"
Chennai,2017,Maruti,Alto 800 LXI,Manual,"23,340 km",Petrol,1st Owner,"₹3,05,599"
Chennai,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"20,688 km",Petrol,1st Owner,"₹6,83,999"
Chennai,2017,Maruti,Alto 800 LXI,Manual,"2,419 km",Petrol,1st Owner,"₹3,26,999"
Chennai,2017,Maruti,Alto K10 VXI (O) AMT,Manual,"24,207 km",Petrol,2nd Owner,"₹3,21,599"
Chennai,2016,Hyundai,Elite i20 SPORTZ 1.2,Manual,"87,618 km",Petrol,1st Owner,"₹5,65,399"
Chennai,2018,Maruti,IGNIS ZETA 1.2 K12,Manual,"26,097 km",Petrol,1st Owner,"₹5,31,499"
Chennai,2018,Renault,Kwid RXT 1.0 EASY-R AT OPTION,Automatic,"16,906 km",Petrol,2nd Owner,"₹3,87,599"
Chennai,2017,Hyundai,Eon ERA PLUS,Manual,"42,159 km",Petrol,1st Owner,"₹3,17,399"
Chennai,2017,Honda,Jazz 1.2 V MT,Manual,"25,736 km",Petrol,2nd Owner,"₹5,82,799"
Chennai,2017,Hyundai,Eon ERA PLUS,Manual,"37,522 km",Petrol,1st Owner,"₹3,34,099"
Chennai,2019,Maruti,Alto K10 VXI AMT,Manual,"12,927 km",Petrol,1st Owner,"₹4,26,399"
Chennai,2019,Maruti,Alto 800 LXI,Manual,"15,953 km",Petrol,1st Owner,"₹3,45,599"
Chennai,2019,Honda,Jazz 1.2 VX AT,Automatic,"4,355 km",Petrol,1st Owner,"₹8,97,499"
Chennai,2017,Hyundai,Grand i10 SPORTZ (O) 1.2 AT VTVT,Manual,"24,297 km",Petrol,1st Owner,"₹5,29,799"
Chennai,2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"8,795 km",Petrol,1st Owner,"₹4,81,099"
Chennai,2018,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"32,373 km",Petrol,1st Owner,"₹4,87,099"
Chennai,2012,Honda,Brio 1.2 S MT I VTEC,Manual,"65,786 km",Petrol,1st Owner,"₹3,79,399"
Chennai,2011,Toyota,Etios Liva G,Manual,"87,759 km",Petrol,2nd Owner,"₹3,24,799"
Chennai,2016,Maruti,Swift ZXI,Manual,"69,021 km",Petrol,1st Owner,"₹4,96,499"
Chennai,2011,Hyundai,Santro Xing GL PLUS,Manual,"1,71,090 km",Petrol,1st Owner,"₹2,11,999"
Chennai,2015,Maruti,Celerio VXI AMT,Automatic,"34,382 km",Petrol,1st Owner,"₹4,00,999"
Chennai,2015,Maruti,Wagon R 1.0 VXI,Manual,"76,693 km",Petrol,1st Owner,"₹4,12,499"
Chennai,2016,Maruti,Celerio ZXI ABS AMT,Automatic,"93,211 km",Petrol,1st Owner,"₹3,81,799"
Chennai,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"43,690 km",Petrol,1st Owner,"₹5,72,899"
Chennai,2017,Maruti,Celerio ZXI OPT AMT,Automatic,"75,166 km",Petrol,1st Owner,"₹3,67,799"
Chennai,2013,Maruti,Wagon R 1.0 VXI,Manual,"69,153 km",Petrol,1st Owner,"₹3,41,299"
Chennai,2019,Maruti,Celerio X ZXI OPT AMT,Automatic,"13,497 km",Petrol,1st Owner,"₹5,10,799"
Chennai,2017,Maruti,Swift VXI,Manual,"16,944 km",Petrol,1st Owner,"₹5,74,099"
Chennai,2017,Maruti,Swift VXI,Manual,"23,254 km",Petrol,1st Owner,"₹5,46,499"
Chennai,2018,Hyundai,Elite i20 Magna Executive 1.2,Manual,"14,398 km",Petrol,1st Owner,"₹6,28,899"
Chennai,2014,Hyundai,Elite i20 ASTA 1.2,Manual,"83,895 km",Petrol,2nd Owner,"₹5,88,899"
Chennai,2016,Maruti,Celerio ZXI OPT AMT,Automatic,"35,227 km",Petrol,2nd Owner,"₹4,05,699"
Chennai,2015,Maruti,Alto K10 VXI,Manual,"42,904 km",Petrol,1st Owner,"₹3,22,799"
Chennai,2016,Hyundai,Eon ERA PLUS,Manual,"25,415 km",Petrol,1st Owner,"₹2,93,299"
Chennai,2018,Nissan,Micra Active XL(O),Manual,"12,702 km",Petrol,1st Owner,"₹4,97,799"
Chennai,2018,Maruti,Swift VXI,Manual,"31,935 km",Petrol,1st Owner,"₹5,76,699"
Chennai,2019,Maruti,Swift VXI,Manual,"17,996 km",Petrol,2nd Owner,"₹6,10,499"
Chennai,2017,Maruti,Alto 800 LXI,Manual,"23,340 km",Petrol,1st Owner,"₹3,05,599"
Chennai,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"20,688 km",Petrol,1st Owner,"₹6,83,999"
Chennai,2017,Maruti,Alto 800 LXI,Manual,"2,419 km",Petrol,1st Owner,"₹3,26,999"
Chennai,2017,Maruti,Alto K10 VXI (O) AMT,Manual,"24,207 km",Petrol,2nd Owner,"₹3,21,599"
Chennai,2016,Hyundai,Elite i20 SPORTZ 1.2,Manual,"87,618 km",Petrol,1st Owner,"₹5,65,399"
Chennai,2018,Maruti,IGNIS ZETA 1.2 K12,Manual,"26,097 km",Petrol,1st Owner,"₹5,31,499"
Chennai,2018,Renault,Kwid RXT 1.0 EASY-R AT OPTION,Automatic,"16,906 km",Petrol,2nd Owner,"₹3,87,599"
Chennai,2017,Hyundai,Eon ERA PLUS,Manual,"42,159 km",Petrol,1st Owner,"₹3,17,399"
Chennai,2017,Honda,Jazz 1.2 V MT,Manual,"25,736 km",Petrol,2nd Owner,"₹5,82,799"
Chennai,2017,Hyundai,Eon ERA PLUS,Manual,"37,522 km",Petrol,1st Owner,"₹3,34,099"
Chennai,2019,Maruti,Alto K10 VXI AMT,Manual,"12,927 km",Petrol,1st Owner,"₹4,26,399"
Chennai,2019,Maruti,Alto 800 LXI,Manual,"15,953 km",Petrol,1st Owner,"₹3,45,599"
Chennai,2019,Honda,Jazz 1.2 VX AT,Automatic,"4,355 km",Petrol,1st Owner,"₹8,97,499"
Chennai,2017,Hyundai,Grand i10 SPORTZ (O) 1.2 AT VTVT,Manual,"24,297 km",Petrol,1st Owner,"₹5,29,799"
Chennai,2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"8,795 km",Petrol,1st Owner,"₹4,81,099"
Chennai,2018,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"32,373 km",Petrol,1st Owner,"₹4,87,099"
Chennai,2012,Honda,Brio 1.2 S MT I VTEC,Manual,"65,786 km",Petrol,1st Owner,"₹3,79,399"
Chennai,2011,Toyota,Etios Liva G,Manual,"87,759 km",Petrol,2nd Owner,"₹3,24,799"
Chennai,2016,Maruti,Swift ZXI,Manual,"69,021 km",Petrol,1st Owner,"₹4,96,499"
Chennai,2011,Hyundai,Santro Xing GL PLUS,Manual,"1,71,090 km",Petrol,1st Owner,"₹2,11,999"
Chennai,2019,Maruti,Swift VXI,Manual,"4,904 km",Petrol,1st Owner,"₹5,89,099"
Chennai,2017,Renault,Kwid RXT,Manual,"19,095 km",Petrol,1st Owner,"₹3,40,799"
Chennai,2017,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"20,727 km",Petrol,1st Owner,"₹5,40,399"
Chennai,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"25,636 km",Petrol,1st Owner,"₹6,05,199"
Chennai,2018,Hyundai,Eon ERA PLUS,Manual,"24,394 km",Petrol,1st Owner,"₹3,36,699"
Chennai,2019,Maruti,S PRESSO VXI PLUS,Manual,"18,436 km",Petrol,1st Owner,"₹3,93,499"
Chennai,2015,Hyundai,Elite i20 MAGNA 1.2,Manual,"28,884 km",Petrol,1st Owner,"₹5,28,199"
Chennai,2015,Maruti,Wagon R 1.0 VXI,Manual,"79,310 km",Petrol,1st Owner,"₹3,85,799"
Chennai,2015,Maruti,Swift VXI,Manual,"1,20,023 km",Petrol,1st Owner,"₹4,12,799"
Chennai,2018,Maruti,Celerio X Zxi AMT,Automatic,"17,651 km",Petrol,1st Owner,"₹5,11,299"
Chennai,2014,Maruti,Wagon R 1.0 VXI,Manual,"1,14,292 km",Petrol,1st Owner,"₹3,15,899"
Chennai,2009,Hyundai,i10 MAGNA 1.2,Manual,"1,10,247 km",Petrol,1st Owner,"₹2,24,599"
Chennai,2015,Hyundai,Elite i20 SPORTZ (O) 1.2,Manual,"64,360 km",Petrol,1st Owner,"₹5,56,899"
